1,3054233,3054733
1,3054233,3054733
1,3054233,3054733
1,3102016,3102125
1,3102016,3102125
1,3102016,3102125
1,3205901,3671498
1,3205901,3216344
1,3213609,3216344
1,3205901,3207317
1,3206523,3215632
1,3213439,3215632
1,3206523,3207317
1,3214482,3671498
1,3670552,3671498
1,3670552,3671348
1,3671346,3671348
1,3421702,3421901
1,3421702,3421901
1,3214482,3216968
1,3216025,3216968
1,3216022,3216024
1,3671349,3671498
1,3214482,3216021
1,3466587,3513553
1,3466587,3513553
1,3466587,3466687
1,3513405,3513553
1,3783876,3783933
1,3783876,3783933
1,3783876,3783933
1,4343507,4360314
1,4343507,4360314
1,4360200,4360314
1,4352202,4352837
1,4352202,4352825
1,4352823,4352825
1,4351910,4352081
1,4351910,4352081
1,4343507,4350091
1,4344603,4350091
1,4344600,4344602
1,4360200,4360314
1,4352826,4352837
1,4343507,4344599
1,4490928,4496413
1,4490928,4496413
1,4496291,4496413
1,4495136,4495942
1,4493772,4493863
1,4493100,4493466
1,4493100,4493406
1,4493404,4493406
1,4490928,4492668
1,4491719,4492668
1,4491716,4491718
1,4496291,4496413
1,4495136,4495942
1,4493772,4493863
1,4493407,4493466
1,4490928,4491715
1,4491713,4496363
1,4496291,4496363
1,4493772,4493863
1,4493100,4493490
1,4493100,4493406
1,4493404,4493406
1,4491713,4492668
1,4491719,4492668
1,4491716,4491718
1,4496291,4496363
1,4493772,4493863
1,4493407,4493490
1,4491713,4491715
1,4529017,4529123
1,4529017,4529123
1,4529017,4529123
1,4687934,4689403
1,4687934,4689403
1,4687934,4689403
1,4723277,4723379
1,4723277,4723379
1,4723277,4723379
1,4773206,4785739
1,4773206,4785710
1,4785573,4785710
1,4785573,4785677
1,4785675,4785677
1,4783951,4784105
1,4783951,4784105
1,4782568,4782733
1,4782568,4782733
1,4777525,4777648
1,4777525,4777648
1,4773206,4774516
1,4774455,4774516
1,4774452,4774454
1,4785678,4785710
1,4773206,4774451
1,4773211,4785739
1,4785573,4785739
1,4785573,4785677
1,4785675,4785677
1,4783951,4784105
1,4783951,4784105
1,4782568,4782733
1,4782568,4782733
1,4777525,4777648
1,4777525,4777648
1,4773211,4776801
1,4776467,4776801
1,4776464,4776466
1,4785678,4785739
1,4773211,4776463
1,4774436,4785698
1,4785573,4785698
1,4785573,4785677
1,4785675,4785677
1,4782568,4782733
1,4782683,4782733
1,4782680,4782682
1,4777525,4777648
1,4774436,4774516
1,4785678,4785698
1,4782568,4782679
1,4777525,4777648
1,4774436,4774516
1,4776377,4785739
1,4785573,4785739
1,4783951,4784105
1,4782568,4782606
1,4777525,4777648
1,4776377,4776801
1,4781221,4785739
1,4785573,4785739
1,4783951,4784105
1,4782568,4782733
1,4781221,4782301
1,4783572,4785692
1,4785573,4785692
1,4783572,4784105
1,4807788,4886770
1,4807788,4848410
1,4807788,4807982
1,4807914,4807982
1,4807914,4807916
1,4808455,4808486
1,4808455,4808486
1,4828584,4828649
1,4828584,4828649
1,4830268,4830315
1,4830268,4830315
1,4832311,4832381
1,4832311,4832381
1,4837001,4837074
1,4837001,4837074
1,4839387,4839488
1,4839387,4839488
1,4840956,4841132
1,4840956,4841132
1,4846784,4846883
1,4846784,4846816
1,4846817,4846819
1,4848140,4848410
1,4807788,4807913
1,4846820,4846883
1,4848140,4848410
1,4807823,4846739
1,4807823,4807982
1,4807914,4807982
1,4807914,4807916
1,4808455,4808486
1,4808455,4808486
1,4828584,4828649
1,4828584,4828649
1,4830268,4830315
1,4830268,4830315
1,4832311,4832381
1,4832311,4832381
1,4837001,4837074
1,4837001,4837074
1,4839387,4839488
1,4839387,4839488
1,4840956,4841132
1,4840956,4841132
1,4844963,4846739
1,4844963,4845013
1,4845014,4845016
1,4807823,4807913
1,4845017,4846739
1,4807892,4886770
1,4807892,4807982
1,4807914,4807982
1,4807914,4807916
1,4828584,4828649
1,4828584,4828649
1,4830268,4830315
1,4830268,4830315
1,4832311,4832381
1,4832311,4832313
1,4832314,4832316
1,4837001,4837074
1,4839387,4839488
1,4840956,4841132
1,4867470,4867532
1,4878027,4878132
1,4886744,4886770
1,4807892,4807913
1,4832317,4832381
1,4837001,4837074
1,4839387,4839488
1,4840956,4841132
1,4867470,4867532
1,4878027,4878132
1,4886744,4886770
1,4807896,4845174
1,4807896,4807982
1,4807914,4807982
1,4807914,4807916
1,4808455,4808486
1,4808455,4808486
1,4828584,4828649
1,4828584,4828649
1,4830268,4830315
1,4830268,4830315
1,4832311,4832368
1,4832311,4832368
1,4841107,4841132
1,4841107,4841109
1,4841110,4841112
1,4844963,4845174
1,4807896,4807913
1,4841113,4841132
1,4844963,4845174
1,4807898,4840969
1,4807898,4807982
1,4807914,4807982
1,4808455,4808486
1,4808455,4808486
1,4828584,4828649
1,4828584,4828649
1,4832311,4832381
1,4832311,4832381
1,4837001,4837074
1,4837001,4837074
1,4839387,4839488
1,4839387,4839488
1,4840956,4840969
1,4840956,4840969
1,4807898,4807913
1,4807911,4845352
1,4807911,4807982
1,4807914,4807982
1,4807914,4807916
1,4808455,4808486
1,4808455,4808486
1,4828584,4828649
1,4828584,4828649
1,4830268,4830315
1,4830268,4830315
1,4832311,4832381
1,4832311,4832381
1,4837001,4837074
1,4837001,4837074
1,4840956,4841132
1,4840956,4841132
